"lifetime" "gender" "smoker"
"58" 100.417604777447 "Female" "Non-smoker"
"59" 95.3687444070588 "Female" "Non-smoker"
"60" 94.6106839211723 "Female" "Non-smoker"
"61" 94.350714022552 "Female" "Non-smoker"
"62" 99.3394345020507 "Female" "Non-smoker"
"63" 96.229129404668 "Female" "Non-smoker"
"64" 97.7327497159662 "Female" "Non-smoker"
"65" 99.2910744997254 "Female" "Non-smoker"
"66" 93.8561241331332 "Female" "Non-smoker"
"67" 95.6069215306439 "Female" "Non-smoker"
"68" 92.5814024177556 "Female" "Non-smoker"
"69" 95.8839025511209 "Female" "Non-smoker"
"70" 99.2146492493621 "Female" "Non-smoker"
"71" 98.0713005393625 "Female" "Non-smoker"
"72" 96.4283781934564 "Female" "Non-smoker"
"73" 92.9890090103034 "Female" "Non-smoker"
"74" 95.477702963626 "Female" "Non-smoker"
"75" 93.8518538505979 "Female" "Non-smoker"
"76" 97.8072877797336 "Female" "Non-smoker"
"77" 93.1054031967751 "Female" "Non-smoker"
"78" 94.7050817675641 "Female" "Non-smoker"
"79" 98.0959549493595 "Female" "Non-smoker"
"80" 96.1634252883737 "Female" "Non-smoker"
"81" 91.231612059988 "Female" "Non-smoker"
"82" 92.6391418097293 "Female" "Non-smoker"
"83" 96.2894346460037 "Female" "Non-smoker"
"84" 93.8707513423821 "Female" "Non-smoker"
"85" 91.3513128009044 "Female" "Non-smoker"
"86" 98.0878355423552 "Female" "Non-smoker"
"87" 96.2911909970747 "Female" "Non-smoker"
"88" 91.2632779397199 "Female" "Non-smoker"
"89" 93.1918145405381 "Female" "Non-smoker"
"90" 96.9802081621467 "Female" "Non-smoker"
"91" 101.152248578341 "Female" "Non-smoker"
"92" 96.4724245364553 "Female" "Non-smoker"
"93" 89.80556174366 "Female" "Non-smoker"
"94" 97.1326509782245 "Female" "Non-smoker"
"95" 95.0414687343867 "Female" "Non-smoker"
"96" 90.7968752079014 "Female" "Non-smoker"
"97" 98.777370996325 "Female" "Non-smoker"
"98" 94.6175674448731 "Female" "Non-smoker"
"99" 92.8118404590456 "Female" "Non-smoker"
"100" 91.3659159193699 "Female" "Non-smoker"
"101" 96.7988592345255 "Female" "Non-smoker"
"102" 91.5190114183392 "Female" "Non-smoker"
"103" 96.3172803033068 "Female" "Non-smoker"
"104" 95.6145612098959 "Female" "Non-smoker"
"105" 92.9024559796955 "Female" "Non-smoker"
"106" 92.2201229699808 "Female" "Non-smoker"
"107" 91.9595528742778 "Female" "Non-smoker"
"108" 96.8149611793147 "Female" "Non-smoker"
"109" 100.203200398364 "Female" "Non-smoker"
"110" 93.9504484080873 "Female" "Non-smoker"
"111" 98.5975565264875 "Female" "Non-smoker"
"112" 98.071702994152 "Female" "Non-smoker"
"113" 94.8611745519628 "Female" "Non-smoker"
"114" 99.1595252773238 "Female" "Non-smoker"
"115" 88.4141818431822 "Female" "Non-smoker"
"116" 94.6173292611208 "Female" "Non-smoker"
"117" 91.0490094743674 "Female" "Non-smoker"
"118" 90.7191945776716 "Female" "Non-smoker"
"119" 97.6383248923323 "Female" "Non-smoker"
"120" 96.1819747251847 "Female" "Non-smoker"
"121" 97.066776451425 "Female" "Non-smoker"
"122" 102.061149504434 "Female" "Non-smoker"
"123" 91.954706985723 "Female" "Non-smoker"
"124" 95.8729325609103 "Female" "Non-smoker"
"125" 99.6959782373489 "Female" "Non-smoker"
"126" 92.4586448948219 "Female" "Non-smoker"
"127" 98.9829804746566 "Female" "Non-smoker"
"128" 96.4311389938925 "Female" "Non-smoker"
"129" 95.555752810106 "Female" "Non-smoker"
"130" 95.7598846648075 "Female" "Non-smoker"
"131" 102.776682051794 "Female" "Non-smoker"
"132" 98.2230409783928 "Female" "Non-smoker"
"133" 90.2092943230147 "Female" "Non-smoker"
"134" 94.7372342109715 "Female" "Non-smoker"
"135" 96.0823027714207 "Female" "Non-smoker"
"136" 92.3601200558293 "Female" "Non-smoker"
"137" 85.0299951060879 "Female" "Non-smoker"
"138" 93.5974536406878 "Female" "Non-smoker"
"139" 96.2946207970582 "Female" "Non-smoker"
"140" 93.1880316384812 "Female" "Non-smoker"
"141" 97.0233400781836 "Female" "Non-smoker"
"142" 96.9077616074453 "Female" "Non-smoker"
"143" 93.1610888372102 "Female" "Non-smoker"
"144" 96.2446740362626 "Female" "Non-smoker"
"145" 97.632030117893 "Female" "Non-smoker"
"146" 95.0634727478451 "Female" "Non-smoker"
"147" 100.431149884142 "Female" "Non-smoker"
"148" 93.6437128874719 "Female" "Non-smoker"
"149" 94.624628043426 "Female" "Non-smoker"
"150" 97.3004012492929 "Female" "Non-smoker"
"151" 94.7254392172462 "Female" "Non-smoker"
"152" 89.3770825715097 "Female" "Non-smoker"
"153" 93.0075139470727 "Female" "Non-smoker"
"154" 95.6102384535934 "Female" "Non-smoker"
"155" 87.2166698199104 "Female" "Non-smoker"
"156" 94.7187982057019 "Female" "Non-smoker"
"157" 93.7180402474704 "Female" "Non-smoker"
"158" 96.3289378312211 "Female" "Non-smoker"
"159" 91.43657622387 "Female" "Non-smoker"
"160" 96.8792764202028 "Female" "Non-smoker"
"161" 96.0849398042789 "Female" "Non-smoker"
"162" 93.5811182627771 "Female" "Non-smoker"
"163" 97.8346811068734 "Female" "Non-smoker"
"164" 97.7192067425965 "Female" "Non-smoker"
"165" 96.4153211139607 "Female" "Non-smoker"
"166" 96.1684997913562 "Female" "Non-smoker"
"167" 96.565820802025 "Female" "Non-smoker"
"168" 97.7133585194051 "Female" "Non-smoker"
"169" 100.090372779075 "Female" "Non-smoker"
"170" 92.3469876939885 "Female" "Non-smoker"
"171" 97.5694691044093 "Female" "Non-smoker"
"172" 95.5248273517225 "Female" "Non-smoker"
"173" 93.8044851139923 "Female" "Non-smoker"
"174" 95.8256076871823 "Female" "Non-smoker"
"175" 91.1938436027926 "Female" "Non-smoker"
"176" 94.9697560130429 "Female" "Non-smoker"
"177" 96.9602051735074 "Female" "Non-smoker"
"178" 95.295739938482 "Female" "Non-smoker"
"179" 97.7078508239749 "Female" "Non-smoker"
"180" 93.4403075123323 "Female" "Non-smoker"
"181" 91.119527060766 "Female" "Non-smoker"
"182" 94.8593068686836 "Female" "Non-smoker"
"183" 93.0950112023179 "Female" "Non-smoker"
"184" 94.3468931843337 "Female" "Non-smoker"
"185" 90.2754750105896 "Female" "Non-smoker"
"186" 94.1674905442091 "Female" "Non-smoker"
"187" 96.6508766225017 "Female" "Non-smoker"
"188" 93.1671601488495 "Female" "Non-smoker"
"189" 88.5954036450333 "Female" "Non-smoker"
"190" 97.0978323136515 "Female" "Non-smoker"
"191" 98.2315879008607 "Female" "Non-smoker"
"192" 97.6037544719075 "Female" "Non-smoker"
"193" 92.6277818643921 "Female" "Non-smoker"
"194" 94.672009479015 "Female" "Non-smoker"
"195" 92.2089498168176 "Female" "Non-smoker"
"196" 93.8986362060438 "Female" "Non-smoker"
"197" 92.3212570737482 "Female" "Non-smoker"
"198" 93.9266815758716 "Female" "Non-smoker"
"199" 94.1976136280752 "Female" "Non-smoker"
"200" 94.0642415048894 "Female" "Non-smoker"
"201" 94.1039008029475 "Female" "Non-smoker"
"202" 93.2193931573846 "Female" "Non-smoker"
"203" 97.4801115173005 "Female" "Non-smoker"
"204" 88.5157807520941 "Female" "Non-smoker"
"205" 92.2368725217487 "Female" "Non-smoker"
"206" 96.5514892094931 "Female" "Non-smoker"
"207" 95.7105901644645 "Female" "Non-smoker"
"208" 92.879368326657 "Female" "Non-smoker"
"209" 97.4568159767062 "Female" "Non-smoker"
"210" 95.3300932084312 "Female" "Non-smoker"
"211" 92.9376184587529 "Female" "Non-smoker"
"212" 99.7418076259838 "Female" "Non-smoker"
"213" 96.0324623495425 "Female" "Non-smoker"
"214" 100.131431792801 "Female" "Non-smoker"
"215" 94.6678340939866 "Female" "Non-smoker"
"216" 99.654938400698 "Female" "Non-smoker"
"217" 96.6456849036105 "Female" "Non-smoker"
"218" 99.0709532917014 "Female" "Non-smoker"
"219" 93.7696534945025 "Female" "Non-smoker"
"220" 95.3185797106806 "Female" "Non-smoker"
"221" 95.8645400360441 "Female" "Non-smoker"
"222" 94.1084104633821 "Female" "Non-smoker"
"223" 94.5127570977003 "Female" "Non-smoker"
"224" 89.9910702314965 "Female" "Non-smoker"
"225" 93.3716442133859 "Female" "Non-smoker"
"226" 95.2065260615873 "Female" "Non-smoker"
"227" 93.6294947428398 "Female" "Non-smoker"
"228" 91.7404451877525 "Female" "Non-smoker"
"229" 92.9556745692167 "Female" "Non-smoker"
"230" 94.3689233290448 "Female" "Non-smoker"
"231" 96.4733221877216 "Female" "Non-smoker"
"232" 97.4541996582168 "Female" "Non-smoker"
"233" 95.2969888408263 "Female" "Non-smoker"
"234" 102.600002302729 "Female" "Non-smoker"
"235" 97.5435705431877 "Female" "Non-smoker"
"236" 94.3918441895608 "Female" "Non-smoker"
"237" 95.9496261053453 "Female" "Non-smoker"
"238" 97.458235332857 "Female" "Non-smoker"
"239" 96.282875735463 "Female" "Non-smoker"
"240" 97.7446918013175 "Female" "Non-smoker"
"241" 97.8488672220473 "Female" "Non-smoker"
"242" 95.0707774177514 "Female" "Non-smoker"
"243" 100.239142625182 "Female" "Non-smoker"
"244" 97.065226646999 "Female" "Non-smoker"
"245" 96.0057247493569 "Female" "Non-smoker"
"246" 94.4398655442464 "Female" "Non-smoker"
"247" 95.0800713469761 "Female" "Non-smoker"
"248" 93.0451074475988 "Female" "Non-smoker"
"249" 93.439949786054 "Female" "Non-smoker"
"250" 96.5726904166755 "Female" "Non-smoker"
"251" 92.0944719038357 "Female" "Non-smoker"
"252" 97.7357994201408 "Female" "Non-smoker"
"253" 95.2784977917808 "Female" "Non-smoker"
"254" 93.4012073073285 "Female" "Non-smoker"
"255" 89.9992834531676 "Female" "Non-smoker"
"256" 93.2769635289375 "Female" "Non-smoker"
"257" 97.2350393843736 "Female" "Non-smoker"
"258" 97.1767688846893 "Female" "Non-smoker"
"259" 92.6410969048759 "Female" "Non-smoker"
"260" 90.4013243099397 "Female" "Non-smoker"
"261" 97.3367393779232 "Female" "Non-smoker"
"262" 92.5633827340579 "Female" "Non-smoker"
"263" 92.3682673761065 "Female" "Non-smoker"
"264" 94.7657867858583 "Female" "Non-smoker"
"265" 98.619955217897 "Female" "Non-smoker"
"266" 94.9552907083488 "Female" "Non-smoker"
"267" 92.0737224463556 "Female" "Non-smoker"
"268" 96.4589512749527 "Female" "Non-smoker"
"269" 96.1343871981603 "Female" "Non-smoker"
"270" 94.567376361411 "Female" "Non-smoker"
"271" 98.8403485605676 "Female" "Non-smoker"
"272" 102.863519337024 "Female" "Non-smoker"
"273" 97.2788172666187 "Female" "Non-smoker"
"274" 98.2664394771232 "Female" "Non-smoker"
"275" 94.0933500870208 "Female" "Non-smoker"
"276" 102.843877203931 "Female" "Non-smoker"
"277" 97.159593770005 "Female" "Non-smoker"
"278" 92.2704258606553 "Female" "Non-smoker"
"279" 98.2686055660096 "Female" "Non-smoker"
"280" 96.0895850920146 "Female" "Non-smoker"
"281" 96.1851034639635 "Female" "Non-smoker"
"282" 91.1017415173189 "Female" "Non-smoker"
"283" 100.387698243689 "Female" "Non-smoker"
"284" 93.2099549359172 "Female" "Non-smoker"
"285" 99.0724239044096 "Female" "Non-smoker"
"286" 92.2681213085173 "Female" "Non-smoker"
"287" 95.7209767580482 "Female" "Non-smoker"
"288" 96.4104735120554 "Female" "Non-smoker"
"289" 94.5105670570018 "Female" "Non-smoker"
"290" 94.3768083901247 "Female" "Non-smoker"
"291" 92.9387446576618 "Female" "Non-smoker"
"292" 95.6990766461048 "Female" "Non-smoker"
"293" 94.777467766658 "Female" "Non-smoker"
"294" 92.7900577525014 "Female" "Non-smoker"
"295" 98.0210851266775 "Female" "Non-smoker"
"296" 93.204148139997 "Female" "Non-smoker"
"297" 93.0223605837577 "Female" "Non-smoker"
"298" 93.4534538648811 "Female" "Non-smoker"
"299" 94.4563883296129 "Female" "Non-smoker"
"300" 95.0417394493505 "Female" "Non-smoker"
"301" 95.4293926689908 "Female" "Non-smoker"
"302" 96.0907184409133 "Female" "Non-smoker"
"303" 94.4026056572226 "Female" "Non-smoker"
"304" 89.4498581190023 "Female" "Non-smoker"
"305" 94.5219550222043 "Female" "Non-smoker"
"306" 96.6908414243639 "Female" "Non-smoker"
"307" 96.6404894323125 "Female" "Non-smoker"
"308" 94.8713319178245 "Female" "Non-smoker"
"309" 90.3988096705614 "Female" "Non-smoker"
"310" 97.815173357699 "Female" "Non-smoker"
"311" 98.9347553835432 "Female" "Non-smoker"
"312" 88.1260661177213 "Female" "Non-smoker"
"313" 95.5577731219421 "Female" "Non-smoker"
"314" 92.9040003735266 "Female" "Non-smoker"
"315" 94.9222017045978 "Female" "Non-smoker"
"316" 97.5476901786881 "Female" "Non-smoker"
"317" 93.8671229738594 "Female" "Non-smoker"
"318" 96.1229113616028 "Female" "Non-smoker"
"319" 96.6780652716595 "Female" "Non-smoker"
"320" 94.994519903 "Female" "Non-smoker"
"321" 95.5456197035479 "Female" "Non-smoker"
"322" 94.2229086208563 "Female" "Non-smoker"
"323" 93.2959756846506 "Female" "Non-smoker"
"324" 89.3362181403645 "Female" "Non-smoker"
"325" 95.3658951387292 "Female" "Non-smoker"
"326" 89.4073104408929 "Female" "Non-smoker"
"327" 94.3208618316564 "Female" "Non-smoker"
"328" 98.0938313037193 "Female" "Non-smoker"
"329" 95.4487420840507 "Female" "Non-smoker"
"330" 90.9216307960094 "Female" "Non-smoker"
"331" 96.0975355554183 "Female" "Non-smoker"
"332" 95.8495531533343 "Female" "Non-smoker"
"333" 93.8173553530179 "Female" "Non-smoker"
"334" 92.8311188962752 "Female" "Non-smoker"
"335" 93.7311085203499 "Female" "Non-smoker"
"336" 95.4802864528873 "Female" "Non-smoker"
"337" 99.7711022595104 "Female" "Non-smoker"
"338" 99.4444914814939 "Female" "Non-smoker"
"339" 95.0578740911484 "Female" "Non-smoker"
"340" 92.7321930135614 "Female" "Non-smoker"
"341" 92.891010486558 "Female" "Non-smoker"
"342" 93.9629340493235 "Female" "Non-smoker"
"343" 97.4202165541553 "Female" "Non-smoker"
"344" 94.3639214236906 "Female" "Non-smoker"
"345" 95.9774831627828 "Female" "Non-smoker"
"346" 97.1192350120345 "Female" "Non-smoker"
"347" 92.625752105956 "Female" "Non-smoker"
"348" 96.5062676227168 "Female" "Non-smoker"
"349" 93.232375387301 "Female" "Non-smoker"
"350" 95.236536668498 "Female" "Non-smoker"
"351" 91.8488529013653 "Female" "Non-smoker"
"352" 95.9754272683189 "Female" "Non-smoker"
"353" 88.6853851563523 "Female" "Non-smoker"
"354" 92.1346917612039 "Female" "Non-smoker"
"355" 93.4080803771855 "Female" "Non-smoker"
"356" 97.4823215059566 "Female" "Non-smoker"
"357" 93.304455862638 "Female" "Non-smoker"
"358" 96.4473660492262 "Female" "Non-smoker"
"359" 94.5065256832696 "Female" "Non-smoker"
"360" 96.72244560018 "Female" "Non-smoker"
"361" 92.0413019778787 "Female" "Non-smoker"
"362" 96.3112063793677 "Female" "Non-smoker"
"363" 93.7270001918083 "Female" "Non-smoker"
"364" 92.8820664222161 "Female" "Non-smoker"
"365" 97.4315484849195 "Female" "Non-smoker"
"366" 95.3692641775978 "Female" "Non-smoker"
"367" 92.8527160728542 "Female" "Non-smoker"
"368" 93.8722853580466 "Female" "Non-smoker"
"369" 95.686276445552 "Female" "Non-smoker"
"370" 99.1804776038438 "Female" "Non-smoker"
"371" 95.5859484815904 "Female" "Non-smoker"
"372" 103.778075774825 "Female" "Non-smoker"
"373" 88.4206713151861 "Female" "Non-smoker"
"374" 96.9848367416691 "Female" "Non-smoker"
"375" 101.625717530263 "Female" "Non-smoker"
"376" 90.4934034501181 "Female" "Non-smoker"
"377" 93.7393179017537 "Female" "Non-smoker"
"378" 98.4541252478503 "Female" "Non-smoker"
"379" 92.7775829710513 "Female" "Non-smoker"
"380" 98.0341695858176 "Female" "Non-smoker"
"381" 95.9790938517116 "Female" "Non-smoker"
"382" 100.628702349213 "Female" "Non-smoker"
"383" 96.2301138156076 "Female" "Non-smoker"
"384" 96.2388384088528 "Female" "Non-smoker"
"385" 93.9030975060617 "Female" "Non-smoker"
"386" 96.1605562043857 "Female" "Non-smoker"
"387" 97.5486363750305 "Female" "Non-smoker"
"388" 96.1822032013719 "Female" "Non-smoker"
"389" 96.0264256128856 "Female" "Non-smoker"
"390" 97.1979554853743 "Female" "Non-smoker"
"391" 101.016588828653 "Female" "Non-smoker"
"392" 96.7370632966791 "Female" "Non-smoker"
"393" 94.5612967909617 "Female" "Non-smoker"
"394" 92.5141769693407 "Female" "Non-smoker"
"395" 91.1664812276499 "Female" "Non-smoker"
"396" 99.315291967798 "Female" "Non-smoker"
"397" 93.4935027082558 "Female" "Non-smoker"
"398" 92.113229474478 "Female" "Non-smoker"
"399" 95.7417069916952 "Female" "Non-smoker"
"400" 98.3451911465805 "Female" "Non-smoker"
"401" 93.8365110234499 "Female" "Non-smoker"
"402" 90.7463838085936 "Female" "Non-smoker"
"403" 95.0452901822876 "Female" "Non-smoker"
"404" 93.6661112273779 "Female" "Non-smoker"
"405" 91.264334515894 "Female" "Non-smoker"
"406" 94.8890431700575 "Female" "Non-smoker"
"407" 103.575553706489 "Female" "Non-smoker"
"408" 93.9705867433837 "Female" "Non-smoker"
"409" 92.8297217652999 "Female" "Non-smoker"
"410" 95.5390402711173 "Female" "Non-smoker"
"411" 90.4961090508891 "Female" "Non-smoker"
"412" 92.3204083268669 "Female" "Non-smoker"
"413" 98.1877876742029 "Female" "Non-smoker"
"414" 92.6811688801278 "Female" "Non-smoker"
"415" 94.3182291071637 "Female" "Non-smoker"
"416" 97.9602856564894 "Female" "Non-smoker"
"417" 95.4205701246294 "Female" "Non-smoker"
"418" 98.5687325642488 "Female" "Non-smoker"
"419" 90.2689037280584 "Female" "Non-smoker"
"420" 86.5905142986308 "Female" "Non-smoker"
"421" 94.4151870765245 "Female" "Non-smoker"
"422" 95.7360262965928 "Female" "Non-smoker"
"423" 98.6068755473762 "Female" "Non-smoker"
"424" 97.4731835014012 "Female" "Non-smoker"
"425" 93.1093978659126 "Female" "Non-smoker"
"426" 93.8752843036121 "Female" "Non-smoker"
"427" 92.3964973403778 "Female" "Non-smoker"
"428" 91.6138664418357 "Female" "Non-smoker"
"429" 90.2044584451481 "Female" "Non-smoker"
"430" 98.0075456287754 "Female" "Non-smoker"
"431" 95.5360434550015 "Female" "Non-smoker"
"432" 99.3946362410483 "Female" "Non-smoker"
"433" 92.8303308838205 "Female" "Non-smoker"
"434" 96.4439163576784 "Female" "Non-smoker"
"435" 98.1749150222435 "Female" "Non-smoker"
"436" 95.9710455414275 "Female" "Non-smoker"
"437" 94.9408092314764 "Female" "Non-smoker"
"438" 85.3820923537797 "Female" "Non-smoker"
"439" 94.8689231315769 "Female" "Non-smoker"
"440" 95.9267578060794 "Female" "Non-smoker"
"441" 90.3358118627077 "Female" "Non-smoker"
"442" 98.5696998655958 "Female" "Non-smoker"
"443" 95.2578793857989 "Female" "Non-smoker"
"444" 96.7862579176444 "Female" "Non-smoker"
"445" 94.9023127851602 "Female" "Non-smoker"
"446" 95.0601751191423 "Female" "Non-smoker"
"447" 92.8257432552051 "Female" "Non-smoker"
"448" 91.2377853491534 "Female" "Non-smoker"
"449" 97.2825181449496 "Female" "Non-smoker"
"450" 93.1860557528316 "Female" "Non-smoker"
"451" 92.2586928935357 "Female" "Non-smoker"
"452" 95.3380726988821 "Female" "Non-smoker"
"453" 87.9208253708935 "Female" "Non-smoker"
"454" 90.2918051766812 "Female" "Non-smoker"
"455" 98.6823707554187 "Female" "Non-smoker"
"456" 97.2861439157693 "Female" "Non-smoker"
"457" 92.4856432263639 "Female" "Non-smoker"
"458" 99.1484641998734 "Female" "Non-smoker"
"459" 90.7226342810366 "Female" "Non-smoker"
"460" 99.7082752626185 "Female" "Non-smoker"
"461" 91.4635332957376 "Female" "Non-smoker"
"462" 92.5622109711963 "Female" "Non-smoker"
"463" 93.4797118613486 "Female" "Non-smoker"
"464" 93.9948344062594 "Female" "Non-smoker"
"465" 93.4170091632712 "Female" "Non-smoker"
"466" 97.8803263091766 "Female" "Non-smoker"
"467" 90.6929182442233 "Female" "Non-smoker"
"468" 96.2375059981382 "Female" "Non-smoker"
"469" 91.9525451804176 "Female" "Non-smoker"
"470" 94.1167351755764 "Female" "Non-smoker"
"471" 96.9151557408204 "Female" "Non-smoker"
"472" 91.6079513580745 "Female" "Non-smoker"
"473" 94.897114159307 "Female" "Non-smoker"
"474" 92.3758647339765 "Female" "Non-smoker"
"475" 97.3330973203252 "Female" "Non-smoker"
"476" 95.687214077287 "Female" "Non-smoker"
"477" 96.3540686968844 "Female" "Non-smoker"
"478" 94.4682759305337 "Female" "Non-smoker"
"479" 96.7590032292033 "Female" "Non-smoker"
"480" 92.7493265110236 "Female" "Non-smoker"
"481" 96.2724011991858 "Female" "Non-smoker"
"482" 92.183325784938 "Female" "Non-smoker"
"483" 87.7127785880197 "Female" "Non-smoker"
"484" 95.5475839678522 "Female" "Non-smoker"
"485" 100.890158006104 "Female" "Non-smoker"
"486" 92.8613197659995 "Female" "Non-smoker"
"487" 91.6025989195201 "Female" "Non-smoker"
"488" 95.8917286562721 "Female" "Non-smoker"
"489" 91.6951171675143 "Female" "Non-smoker"
"490" 90.7300278963272 "Female" "Non-smoker"
"491" 97.9078121375798 "Female" "Non-smoker"
"492" 94.8973161602989 "Female" "Non-smoker"
"493" 94.7813807519901 "Female" "Non-smoker"
"494" 89.615216852182 "Female" "Non-smoker"
"495" 97.6540312948711 "Female" "Non-smoker"
"496" 99.5535179318795 "Female" "Non-smoker"
"497" 96.4133076903459 "Female" "Non-smoker"
"498" 96.6205386639479 "Female" "Non-smoker"
"499" 93.7121409974053 "Female" "Non-smoker"
"500" 93.9459539269573 "Female" "Non-smoker"
"501" 99.1874635006892 "Female" "Non-smoker"
"502" 92.3240414216031 "Female" "Non-smoker"
"503" 98.1950875520062 "Female" "Non-smoker"
"504" 97.4024291983813 "Female" "Non-smoker"
"505" 93.8957764928775 "Female" "Non-smoker"
"506" 95.8198906933004 "Female" "Non-smoker"
"507" 92.1842018230359 "Female" "Non-smoker"
"508" 91.2809044271439 "Female" "Non-smoker"
"509" 97.5477997230637 "Female" "Non-smoker"
"510" 92.5882897917081 "Female" "Non-smoker"
"511" 96.1494984463881 "Female" "Non-smoker"
"512" 91.4952665971948 "Female" "Non-smoker"
"513" 94.5329312146824 "Female" "Non-smoker"
"514" 100.765997763745 "Female" "Non-smoker"
"515" 93.2502323967717 "Female" "Non-smoker"
"516" 96.8465397940117 "Female" "Non-smoker"
"517" 94.9002670496825 "Female" "Non-smoker"
"518" 94.1046416778116 "Female" "Non-smoker"
"519" 92.0504803286489 "Female" "Non-smoker"
"520" 97.4227394117199 "Female" "Non-smoker"
"521" 96.524989044627 "Female" "Non-smoker"
"522" 96.6054855949464 "Female" "Non-smoker"
"523" 91.8265704030385 "Female" "Non-smoker"
"524" 95.1818930769427 "Female" "Non-smoker"
"525" 90.59519090802 "Female" "Non-smoker"
"526" 97.6086876665735 "Female" "Non-smoker"
"527" 94.5848431942352 "Female" "Non-smoker"
"528" 93.6861959201045 "Female" "Non-smoker"
"529" 88.487260972093 "Female" "Non-smoker"
"530" 98.839310729635 "Female" "Non-smoker"
"531" 94.1915447092974 "Female" "Non-smoker"
"532" 96.4161930173021 "Female" "Non-smoker"
"533" 97.1864792547038 "Female" "Non-smoker"
"534" 95.102982965007 "Female" "Non-smoker"
"535" 95.7327987501435 "Female" "Non-smoker"
"536" 96.4480557612263 "Female" "Non-smoker"
"537" 94.0441325165358 "Female" "Non-smoker"
"538" 94.6235891846711 "Female" "Non-smoker"
"539" 94.3013230362375 "Female" "Non-smoker"
"540" 91.9850936462682 "Female" "Non-smoker"
"541" 97.8504769871762 "Female" "Non-smoker"
"542" 95.5896023622674 "Female" "Non-smoker"
"543" 95.5263872790047 "Female" "Non-smoker"
"544" 92.597623070622 "Female" "Non-smoker"
"545" 92.6822458529647 "Female" "Non-smoker"
"546" 90.2656438223936 "Female" "Non-smoker"
"547" 91.0200108833393 "Female" "Non-smoker"
"548" 96.4564105979196 "Female" "Non-smoker"
"549" 93.1888675930949 "Female" "Non-smoker"
"550" 94.2144834112425 "Female" "Non-smoker"
"551" 92.1695597576978 "Female" "Non-smoker"
"552" 93.7409735934269 "Female" "Non-smoker"
"553" 89.9986764369538 "Female" "Non-smoker"
"554" 97.886852726721 "Female" "Non-smoker"
"555" 94.6385508205288 "Female" "Non-smoker"
"556" 97.269479152088 "Female" "Non-smoker"
"557" 92.9065187280872 "Female" "Non-smoker"
"558" 96.0206009669492 "Female" "Non-smoker"
"559" 99.3345170000254 "Female" "Non-smoker"
"560" 97.6790298687525 "Female" "Non-smoker"
"561" 96.1840680582333 "Female" "Non-smoker"
"562" 96.3734678335505 "Female" "Non-smoker"
